#CODE;ENGLISH;x

EVTDESC1058;Several assassinations and 'loans' later, I don't know if I'm still able to trust anyone.;x
EVTDESC1060;The glance was intentional lascivious and the [Root.GetManWomanOpp] did not hide [Root.GetHerHisOpp] appreciation, nor hide [Root.GetHerHisOpp] lustful thoughts and invited me to join [Root.GetHerHimOpp]...;x
EVTDESC1070;As I listened to the Hafiz correctly continue the recitation of a passage taken randomly from the Qur'an, I marveled at the piety of the man. To submit the whole Qur'an to memory, all 114 Surahs, is a feat only the most zealous Muslim could perform.;x
EVTDESC1071;I feel nervous as I stand before the imam, waiting for him to choose and start reciting a random passage from the Qur'an which I must then continue reciting correctly. He has chosen:\n\nWhen the Qur'an is read...;x

EVTOPTA1000;I can't resist her.;x
EVTOPTA1001;I try to eat modestly but the food is too good!;x
EVTOPTA1003;I accept the gift reluctantly;x
EVTOPTA1004;Let someone else do this!;x
EVTOPTA1005;Why was [Root.GetSheHe] blessed and not I?;x
EVTOPTA1006;If they are better than I am, then I have to accept that;x
EVTOPTA1007;An eye for an eye!;x
EVTOPTA1008;I have nothing to be ashamed of!;x
EVTOPTA1009;Lie and don't hurt anyone;x
EVTOPTA1010;Run awaaaayyy!;x
EVTOPTA1011;I don't want to meet any new people;x
EVTOPTA1012;I will never be satisfied!;x
EVTOPTA1013;Let my rule begin!;x
EVTOPTA1014;God has a plan for everything and everyone;x
EVTOPTA1015;Give in, have some fun!;x
EVTOPTA1016;Food-tasters, bodyguards, anything that can save me!;x
EVTOPTA1017;Who am I kidding? I love this!;x
EVTOPTA1018;...and she's irresistible!;x
EVTOPTA1019;...and he's irresistible!;x
EVTOPTA1028;I just don't feel lustful anymore;x
EVTOPTA1030;I have broken my fast with wine and quail;x
EVTOPTA1031;Bread and water for me!;x
EVTOPTA1032;No more charity!;x
EVTOPTA1033;I think I need something else in my life;x
EVTOPTA1034;Diligence may be a virtue, but it's exhausting!;x
EVTOPTA1035;No longer lazy;x
EVTOPTA1036;Feel my wrath!;x
EVTOPTA1037;Begone, envy!;x
EVTOPTA1038;An eye for an eye!;x
EVTOPTA1039;I should take it easier;x
EVTOPTA1040;I think I should be proud of myself;x
EVTOPTA1041;Why should I be proud of myself?;x
EVTOPTA1043;Honesty can hurt;x
EVTOPTA1044;Truth shall set me free;x
EVTOPTA1045;This does not make me a coward, does it?;x
EVTOPTA1046;No one can call me craven anymore;x
EVTOPTA1047;...but I won't become a hermit;x
EVTOPTA1048;My stuttering has disappeared!;x
EVTOPTA1049;And I will find it!;x
EVTOPTA1050;Now what?;x
EVTOPTA1051;I am... NOT the law!;x
EVTOPTA1052;Good for me, right?;x
EVTOPTA1053;I was boring before;x
EVTOPTA1054;...as long as it does not overflow;x
EVTOPTA1057;I am safe;x
EVTOPTA1058;Why are they trying to hurt me?;x
EVTOPTA1060;Follow [Root.GetHerHimOpp] to [Root.GetHerHisOpp] chambers...;x
EVTOPTA1070;May Allah hear my words, I will memorize the whole Qur'an!;x
EVTOPTA1071;...listen to it with attention and hold your peace that ye may receive Mercy;x

EVTOPTB1000;Mind over body, mind over body...;x
EVTOPTB1001;I satisfy my hunger with bread and water;x
EVTOPTB1003;Wasn't my advice worth more than a couple pennies?;x
EVTOPTB1004;I can rest in Heaven;x
EVTOPTB1005;It's hard not to envy her, but I am perfect as I am;x
EVTOPTB1006;I envy them all!;x
EVTOPTB1007;I'll turn the other cheek;x
EVTOPTB1008;I have many strengths, but more weaknesses;x
EVTOPTB1009;Be honest and tell it as it is;x
EVTOPTB1010;Stay put and fight!;x
EVTOPTB1011;I'll just have to try to be more gregarious;x
EVTOPTB1012;I am content;x
EVTOPTB1013;Justice should always prevail!;x
EVTOPTB1014;God is as clueless as I am;x
EVTOPTB1015;A woman should suppress her worldly urges;x
EVTOPTB1016;I won't let fear rule my life!;x
EVTOPTB1017;Oh [Root.Religion.GetRandomGodName], what have I done? Forgive me, please!;x
EVTOPTB1018;As tempting as it is, I really shouldn't;x
EVTOPTB1019;I cannot give in to these feelings!;x
EVTOPTB1029;I can't resist him.;x
EVTOPTB1032;It does not make sense, but I must try to accept it.;x
EVTOPTB1060;It is forbidden!;x
EVTOPTB1070;Marvelous! But it must be such a chore...;x
