#CODE;ENGLISH;x

## councillor_decisions.txt

# help_liege_manage_titles
cairo_decision_TT;Make §Y[c_cairo.GetName]§! the new capital;x
castellan_custom_modifier_tt;Unlocks the §YCastellan§! minor title;x
create_wonder_condition_tooltip;Build a Great Work to at least stage two.;x
create_wonder_effect_tooltip;Completing this ambition will result in an extra Feature being built on your Great Work.;x
culture_convertion_custom_modifier_tt;§GConvert Counties§! to your §GCulture§! faster;x
custodian_of_mosque_custom_modifier_tt;Unlocks the §YCustodian of the Mosque§! minor title;x
custodian_of_temple_custom_modifier_tt;Unlocks the §YCustodian of the Temple§! minor title;x
deep_guardian_custom_modifier_tt;Unlocks the §YGuardian of the Deep§! minor title;x
empire_bulgaria_TT;Hold a King title besides §Y[k_bulgaria.GetName]§!;x
establishing_habsburg_family;§Y[Root.GetTitledName]§! and [Root.GetHerHis] close relatives will become members of the §Yvon Habsburg§! family.;x
execution_possible_modifier_tt;Can be used to §YExecute§! prisoners;x
exodus_court_allow_tooltip;§Y[Root.GetTitledFirstName]§! must have a full court;x
fountain_of_youth_custom_modifier_tt;Unlocks the §YDrink from the Fountain of Youth§! decision;x
guardian_of_knowledge_custom_modifier_tt;Unlocks the §YGuardian of Knowledge§! minor title;x
has_not_chugged_in_10_years_TT;Drank too recently — cannot drink it again until §Y[Root.drank_from_fountain_cooldown.GetExpiryDate]§!;x
has_not_recruited_in_5_years_TT;Has not recruited an Academy Hero in the last 5 years.;x
herb_event_modifier_tt;Will periodically give you §YHerbs§!;x
hidden_passageways_modifier_tt;A higher chance of escaping capture after battle;x
holdings_walls_upgrade_custom_modifier_tt;All walls of the province's holdings will be upgraded to their maximum level.;x
in_meditation_cooldown_tt;Is NOT already meditating;x
intimidate_possible_modifier_tt;Unlocks the §YIntimidate§! decision.;x
intimidation_possible_modifier_tt;Enables §YIntimidation§! attempts;x
is_a_child_tt;Is a child;x
is_character_in_important_chain_of_events_tt;Is an important character in an ongoing chain of events;x
is_inaccessible_tt;Is in Hiding, out traveling, or otherwise occupied with important business\n;x
is_regent_commander_or_physician_tt;Is a §YRegent§!, §YDesignated Regent§!, §YCommander§!, or §YCourt Physician§!;x
is_spouse_consort_or_of_your_dynasty;Is your spouse, close family, or your consort;x
keeper_of_tomes_custom_modifier_tt;Unlocks the §YKeeper of the Tomes§! minor title;x
kepper_of_dead_custom_modifier_tt;Unlocks the §YKeeper of the Dead§! minor title;x
less_likely_to_be_looted_modifier_tt;§YArtifacts§! are less likely to be stolen;x
lighthouse_custodian_custom_modifier_tt;Unlocks the §YLighthouse Custodian§! minor title;x
master_of_tides_custom_modifier_tt;Unlocks the §YMaster of the Tides§! minor title;x
must_be_storing_a_relic_TT;Must be storing a Relic;x
no_other_plating_tt;Has no plating;x
not_recently_sent_alcohol_tooltip;[From.GetTitledFirstName] has not recently sent a gift of alcohol.;x
not_shia_caliphate_revolt_ongoing;No ongoing revolt to create the §YShia Caliphate§!;x
obj_become_king_tip;Is [Root.GetKingQueen] of [This.Capital.Kingdom.GetName];x
overseer_of_rites_custom_modifier_tt;Unlocks the §YOverseer of the Rites§! minor title;x
private_talk_possible_modifier_tt;Enables §YPrivate Conversation§! with characters;x
qarmatian_bloodline_TT;Has the bloodline of a §Y[qarmatian.GetName]§! leader.;x
recruit_gladiator_modifier_tt;Enables the recruitment of §YGladiators§!;x
religious_spread_custom_modifier_tt;§Y[Root.job_spiritual.GetJobTitle]§! converts §YCounties§! faster;x
royal_custodian_custom_modifier_tt;Unlocks the §YRoyal Custodian§! minor title;x
shia_creation_independent;Either independent or all lieges publicly follow the §Y[shiite.GetName]§! religion\n;x
shiite_bloodline_TT;Has the bloodline of a §Y[shiite.GetName]§! leader.;x
stone_custodian_custom_modifier_tt;Unlocks the §YCustodian of the Stone§! minor title;x
store_relic_TT;You can store a relic, like the §Y[target_artifact_1.GetName]§!, in the §Y[target_upgrade.GetName]§! of the §Y[target_wonder.GetName]§!.;x
storing_a_relic_possible_modifier_tt;Can be used to store a §YRelic§!;x
sunni_creation_independent;Either independent or all lieges publicly follow the §Y[sunni.GetName]§! religion\n;x
tavern_custom_modifier_tt;Might allow you to remove §YStressed§!;x
their_spouse_must_be_allow_to_leave_tt;The spouse of [Prev.GetTitledFirstName] must also be allowed to leave;x
traps_custom_modifier_tt;May kill anyone who tries to conquer the [FromFrom.GetName];x
use_scary_upgrade_cooldown_tt;Has NOT attempted to intimidate a character in the past 2 years[From.GetScaryCD];x
use_scary_upgrade_tt;You will take §Y[target_character.GetFirstNameWithNick]§! near the §Y[target_upgrade.GetName]§! in your §Y[target_wonder.GetName]§! and have a talk with [target_character.GetHerHim] about the importance of cooperation.;x
use_secluded_upgrade_cooldown_tt;Has NOT invited a character for a private talk in the past §Y6§! months[From.GetSecludedCD];x
use_secluded_upgrade_tt;You will invite §Y[target_character.GetFirstNameWithNick]§! to meet you in the §Y[target_upgrade.GetName]§! of the §Y[target_wonder.GetName]§! and have a private conversation with [target_character.GetHerHim].;x
wall_walker_custom_modifier_tt;Unlocks the §YWalker of the Wall§! minor title;x
watcher_of_giants_custom_modifier_tt;Unlocks the §YWatcher of Giants§! minor title;x
overthrow_text;The Succession Law is changed!;x
TT_FROM_IS_LIEGE_BEFORE_WAR;Is a direct vassal of §Y[From.GetTitledFirstName]§!\n;x
TT_PLOT_GAIN_VASSAL_TITLE_COUNT_SECONDARY_COUNTY;Is a Count's secondary County\n;x
TT_PLOT_GAIN_VASSAL_TITLE_COUNTY_IN_CAPITAL_DUCHY;Is a County in the held capital Duchy of §Y[From.GetTitledFirstName]§!\n;x
TT_PLOT_GAIN_VASSAL_TITLE_DUCHY_ALL_DJ_COUNTIES_NOT_DEFACTO;Is a Duchy with no de jure County under its holder\n;x
TT_PLOT_GAIN_VASSAL_TITLE_DUKE_COUNTY_OUTSIDE_DUCHY;Is a County held by a Duke whom is not its de jure liege\n;x
IS_HEALTHY;Is Healthy\n;x

produces_alcohol_modifier_tt;Enables the §YSend Alcohol Gift§! decision;x
game_master_custom_modifier_tt;Unlocks the §YMaster of the Games§! minor title;x
gladiator_commander_TT;A gladiator-trained warrior appears at the court of §Y[Root.GetTitledName]§!.;x
THANKMAR_REBELLION_01_TT;Thankmar is alive;x
THANKMAR_REBELLION_02_TT;Otto is alive;x
THANKMARS_REBELLION_VICTORY_TT;§YThankmar§! will become the new king of the §YKingdom of Germany§!;x
not_under_attack;Not defender in a war;x

ALL_DYNASTY_MEMBERS_MINUS_5;All Dynasty Member Opinions lowered by §R-5§! for §Y10§! Years. §Y(Disrespects Dynasty)§!\n;x
ALL_VASSALS_INSANE_LAW;All Vassal Opinions lowered by §R-5§! for §Y25§! Months. §Y(Introduced Insane Law)§!\n;x
UNOCCUPIED_DEMESNE_TITLE;Has an unoccupied demesne county or barony\n;x
PLOT_TOOLTIP_WEAKEN_VASSAL;[This.Holder.GetTitledName] is no longer the ruler of the [This.GetFullName].;x
REMOVE_PREVIOUS_SUZERAIN;Remove any previous suzerain of §Y[This.GetTitledFirstName]§!\n;x

# Generic responses
ACCEPT;Accept;x
ALAS;Alas!;x
CHANGED_MIND;I've changed my mind...;x
CURSES;Curses!;x
DAMNATION;Damnation;x
DECLINE;Decline;x
EXCELLENT;Excellent.;x
GLORY;Glory!;x
GLORY_TO_HIGHGOD;Glory to [Root.Religion.GetHighGodName]!;x
GOOD;Good;x
GOOD_RIDDANCE;Good riddance!;x
GREAT;Great!;x
I_SEE;I see...;x
INTERESTING;Interesting...;x
OK;Ok;x
PERFECT;Perfect.;x
SO_BE_IT;So be it;x
SO_IT_IS;So it is.;x
UNFORTUNATE;Unfortunate...;x
VERY_WELL;Very well.;x
WOE;Woe!;x

## CleanSlate
# scripted_score_values
THIS_fertility;Fertility of §Y[This.GetTitledFirstName]§!;x
ROOT_fertility;Fertility of §Y[Root.GetTitledFirstName]§!;x
FROM_fertility;Fertility of §Y[From.GetTitledFirstName]§!;x
sex_partner_fertility;Fertility of §Y[sex_partner.GetTitledFirstName]§!;x

vassal_of_ROOT_FROM_tt;Is a direct subject of §Y[Root_From.GetTitledFirstName]§!;x
